date,total_trades,unique_accounts,total_volume_usd,mean_closed_pnl,median_closed_pnl,pnl_volatility,win_rate
2023-05-01,3,1,477.0,0.0,0.0,0.0,0.0
2023-12-05,9,1,50005.83,0.0,0.0,0.0,0.0
2023-12-14,11,1,113203.35,-18.675885181818188,0.0,179.66353383090032,0.36363636363636365
2023-12-15,2,1,10609.95,-12.316016999999999,-12.316016999999999,4.474304424985184,0.0
2023-12-16,3,1,15348.77,0.0,0.0,0.0,0.0
2023-12-17,14,1,116278.02,21.78448464285714,0.02676,43.51261683426808,0.5
2023-12-18,2,1,31164.179999999997,0.0,0.0,0.0,0.0
2023-12-19,15,1,91602.40999999999,66.70257413333334,4.502567,183.73537011741135,0.6666666666666666
2023-12-20,18,1,141636.79000000004,9.040682333333333,0.0,21.348131428704395,0.4444444444444444
2023-12-21,49,1,125233.97,10.963498000000001,0.032592,20.811624735703514,0.5306122448979592
2023-12-22,10,1,88874.27999999998,14.1832675,0.0,40.92671758278208,0.2
2023-12-23,13,1,78438.25,11.302823384615387,10.836504,11.478402785910806,0.6153846153846154
2023-12-24,39,1,402954.94,25.862050153846155,0.0,52.26701207747637,0.38461538461538464
2023-12-25,3,1,59948.51,-81.69378266666666,0.0,141.49778224115633,0.0
2023-12-27,28,1,171411.05999999997,-25.17461525,0.0,153.67464419092525,0.14285714285714285
2023-12-28,23,1,100117.25,-42.20569026086957,-13.250952,55.01514381004261,0.0
2023-12-29,50,1,569559.72,10.17844286,0.0,78.11192586732817,0.3
2023-12-30,52,1,702550.21,6.826897076923077,0.0,68.40190063585912,0.4423076923076923
2024-01-01,18,1,264239.52999999997,-7.196192222222223,0.0,85.84776860469921,0.05555555555555555
2024-01-02,17,1,121348.74,46.1164185882353,0.0,134.42834386429288,0.47058823529411764
2024-01-03,67,1,394499.36000000004,12.925604582089552,0.0,50.41536566793374,0.417910447761194
2024-01-04,5,1,99792.54000000001,-13.520728,-0.0786,29.544005214373353,0.0
2024-01-05,66,1,1703942.66,2.4869934090909096,0.0,60.723575814157115,0.19696969696969696
2024-01-06,22,1,298521.4,6.16280290909091,0.0,37.33837157380494,0.45454545454545453
2024-01-07,97,1,1048850.06,-8.615270463917525,0.0,34.03790592728155,0.09278350515463918
2024-01-08,128,1,1522452.43,-2.1083940546875013,0.0,122.41963598502316,0.25
2024-01-09,70,1,870051.9699999999,-11.804998042857145,0.0,214.18032319364855,0.2571428571428571
2024-01-10,193,1,2057479.48,-7.860576901554405,0.0,119.78943280952495,0.21243523316062177
2024-01-11,21,2,305314.1,-7.8137857619047635,0.0,101.92627878710134,0.23809523809523808
2024-01-12,7,1,200082.27,-275.0741462857143,0.0,669.9280140108323,0.0
2024-01-15,14,2,50636.09999999999,10.918112857142857,2.4946450000000002,33.645786328134285,0.6428571428571429
2024-01-16,9,2,116427.33,-255.4634953333333,0.0,883.8757688873994,0.3333333333333333
2024-01-17,53,1,800831.03,15.344794547169816,0.0,75.62653914486071,0.20754716981132076
2024-01-18,46,1,424631.5299999999,1.4985476086956522,0.0,39.503091785872144,0.06521739130434782
2024-01-19,48,2,428428.97000000003,-8.029567395833334,0.0,51.79852685525565,0.125
2024-01-20,106,1,1070090.51,-1.38278179245283,0.0,38.554282761934644,0.14150943396226415
2024-01-21,11,1,103129.74,24.234649636363635,0.0,65.56080670770307,0.2727272727272727
2024-01-22,85,2,337878.99,16.18401128235294,0.0,80.41613478472644,0.27058823529411763
2024-01-23,45,1,414518.93000000005,-8.205438444444432,0.0,613.9643726523256,0.24444444444444444
2024-01-24,68,1,965084.5900000001,-41.29932080882354,0.0,149.80536214908793,0.14705882352941177
2024-01-25,6,1,66566.12999999999,-515.6048975,-481.44219250000003,356.6379016697523,0.0
2024-01-26,5,2,11773.21,18.04,0.0,40.33866631409621,0.2
2024-01-28,11,1,18109.03,-225.27906545454545,-68.216526,262.6842407250483,0.0
2024-01-29,74,2,414208.17999999993,6.575169486486487,0.0479375,28.607026832226545,0.6081081081081081
2024-01-30,49,1,401011.37999999995,-3.5439630816326537,0.0,55.42304810390517,0.10204081632653061
2024-01-31,859,1,6305647.13,-0.9311301711292199,0.0,21.849509151147835,0.2689173457508731
2024-02-01,6,1,2008.18,0.0,0.0,0.0,0.0
2024-02-02,42,1,474278.43,10.867225547619046,0.0,41.93124714430261,0.30952380952380953
2024-02-03,56,1,603820.0,3.987664053571428,0.0,68.62663189543063,0.10714285714285714
2024-02-04,35,1,203187.53,1.3606827142857136,-0.02695,31.922762604224413,0.2571428571428571
2024-02-05,72,1,770198.26,-0.46464158333333416,0.0,46.10792460482958,0.19444444444444445
2024-02-06,1088,1,8047153.41,-0.19817638511029412,0.0,12.691313381082024,0.1645220588235294
2024-02-07,15,1,6758.73,16.082808,0.0,56.54657345272468,0.13333333333333333
2024-02-08,10,1,26051.120000000003,77.0756024,0.0,139.7456782629763,0.4
2024-02-11,34,1,212311.81999999998,28.924799294117644,0.0,108.62231864377542,0.20588235294117646
2024-02-12,16,1,227247.7,57.11761168749998,-26.696452,828.6571214700355,0.375
2024-02-13,14,1,1999.99,39.960277857142856,30.05825,37.980230353807436,1.0
2024-02-14,111,2,320839.88,34.509908405405405,16.74,46.395912901806966,0.7477477477477478
2024-02-15,63,2,185188.03999999995,29.219010746031753,13.15072,316.49357810076214,0.9047619047619048
2024-02-16,182,2,564896.51,30.174554032967034,11.42332,123.440241626613,0.8021978021978022
2024-02-17,94,2,406118.0699999999,20.52810425531915,4.1904,60.99818527497303,0.648936170212766
2024-02-18,97,1,157048.17000000004,4.923967319587629,6.59648,82.70537448739238,0.6288659793814433
2024-02-19,101,2,286377.19999999995,42.750183792079206,10.73646,118.65122386431473,0.7623762376237624
2024-02-20,39,2,119419.71999999999,83.68279035897437,13.6526,192.32028933388222,0.7948717948717948
2024-02-21,22,2,108047.52,84.49084409090908,25.544000000000004,124.40293552909924,0.6818181818181818
2024-02-22,88,2,373033.87,44.25119397727272,0.0,227.5824982235545,0.45454545454545453
2024-02-23,143,1,111106.14,9.919950559440558,7.189966,13.037213323027336,0.958041958041958
2024-02-25,5,1,4480.13,-6.1541,0.0,8.951179489427636,0.0
2024-02-26,39,2,192187.14,113.25249487179488,31.028709,224.52232628850106,0.8717948717948718
2024-02-27,63,2,209362.3,14.103360841269842,0.0,91.69654366328295,0.4126984126984127
2024-02-28,45,1,171107.12999999998,55.63882744444443,18.122,130.75309252773025,0.8666666666666667
2024-02-29,116,2,395666.73,84.60342234482759,29.654400000000003,149.76818963391892,0.8620689655172413
2024-03-01,137,1,472974.7,60.176944591240876,27.04384,111.95860869453276,0.9343065693430657
2024-03-02,31,2,63197.55999999999,7.44840645161291,1.3124,250.6478025705529,0.6774193548387096
2024-03-03,79,1,390745.6800000001,105.83653474683545,15.04116,199.8239826917875,0.6835443037974683
2024-03-04,300,2,1577996.87,92.66591914,30.85353,152.82110436886666,0.8866666666666667
2024-03-05,180,1,841810.3200000001,109.95014467222221,34.3644515,195.65804028577475,0.9055555555555556
2024-03-06,82,1,327218.02,83.10762364634147,27.00537,146.9693030530839,0.8780487804878049
2024-03-08,67,1,183583.18,63.7594960597015,12.4432,148.7585536757113,0.8805970149253731
2024-03-09,117,1,658178.7499999999,85.0384754188034,25.01825,154.56552113291943,0.8290598290598291
2024-03-10,42,1,219973.84999999998,59.117314285714286,2.505,207.75427000014687,0.6904761904761905
2024-03-11,42,1,176519.45,85.43284511904761,18.72521,196.1046223918391,0.9285714285714286
2024-03-12,8,1,103040.85,379.89574999999996,16.76285,521.6006618377293,0.875
2024-03-13,7,1,6000.799999999999,0.0,0.0,0.0,0.0
2024-03-14,18,2,205933.18,192.54810177777776,50.144227,254.30826281723256,0.8888888888888888
2024-03-15,62,3,351894.41,100.58892985483871,24.1152,195.43403376403248,0.6612903225806451
2024-03-16,8,2,37223.66,28.57248,0.0,80.815177453268,0.125
2024-03-17,23,3,99506.94999999998,21.88234586956521,0.0,43.52556412856168,0.43478260869565216
2024-03-18,19,3,90458.08,76.68198421052631,0.0,275.58147845163944,0.3157894736842105
2024-03-19,24,3,219884.84000000003,27.86658220833333,0.0,103.69610917201797,0.20833333333333334
2024-03-20,69,2,215705.85,93.08890723188406,14.004,320.69467412818193,0.8695652173913043
2024-03-21,28,3,117895.57,83.41100267857142,27.4342,153.73594964500793,0.8214285714285714
2024-03-24,19,1,92592.21000000002,68.26413036842105,35.104212,84.64288646631248,0.7894736842105263
2024-03-25,7,1,57116.32,186.13091828571427,149.807117,173.1463112435695,0.8571428571428571
2024-03-26,118,2,198565.19000000003,27.25344570338983,18.078525,39.50433570236437,0.9322033898305084
2024-03-27,38,2,99864.79,3.9581878947368425,0.0,13.739361367709469,0.3157894736842105
2024-03-28,13,2,35323.72,17.527000615384615,12.233936,21.04651492781009,0.6923076923076923
2024-03-29,15,1,86914.37000000002,58.873160266666666,0.0,95.5086831563824,0.4
2024-03-30,45,1,101103.92000000001,24.457225333333337,10.11075,52.44350104198018,0.9777777777777777
2024-03-31,13,1,39912.95999999999,70.21431884615384,16.0695,112.05139600499244,0.7692307692307693
2024-04-01,77,2,339470.47000000003,32.57095332467532,0.54675,92.06770180124276,0.5454545454545454
2024-04-02,41,2,239664.51,21.555141756097562,0.0,78.23542802217052,0.2926829268292683
2024-04-03,4,2,16887.57,31.6971,0.0,63.39419999999999,0.25
2024-04-04,32,1,95987.73,0.0,0.0,0.0,0.0
2024-04-05,100,3,503791.8,107.06484305999999,8.978760000000001,304.10280072658514,0.9
2024-04-06,16,1,68223.67000000001,14.770945874999999,0.0,42.149058574016486,0.25
2024-04-07,23,1,49988.13999999999,0.0,0.0,0.0,0.0
2024-04-08,30,2,211940.64,40.614223333333335,0.0,222.45326275219327,0.03333333333333333
2024-04-09,3,1,57063.840000000004,0.0,0.0,0.0,0.0
2024-04-10,41,1,351735.97,127.01081497560975,32.322,197.76893722954748,0.8780487804878049
2024-04-11,16,1,76400.95999999999,24.35894775,0.0,69.72639235953245,0.125
2024-04-12,129,3,442088.58999999997,-4.594153790697675,4.032548,122.96278242038903,0.5503875968992248
2024-04-13,89,2,486411.25,74.39833432584271,15.90732,185.05277424135176,0.6853932584269663
2024-04-14,107,2,659162.1699999999,-337.4206777570093,0.0,2139.6770201735235,0.308411214953271
2024-04-15,41,2,291111.19,92.0509443902439,14.65548,165.50953854478007,0.8536585365853658
2024-04-16,47,2,181907.17,52.50430257446808,17.7287,103.51022383561019,0.9148936170212766
2024-04-17,14,1,97562.99000000002,174.39059999999998,48.21955,232.66978537758524,0.9285714285714286
2024-04-19,35,1,337257.9199999999,55.61272748571428,19.918472,114.02941773198248,0.7714285714285715
2024-04-20,22,2,60733.23999999999,0.0,0.0,0.0,0.0
2024-04-22,9,1,47993.61,0.0,0.0,0.0,0.0
2024-04-23,66,2,233054.9,16.962669636363636,0.07805000000000001,69.72604971216396,0.5303030303030303
2024-04-24,20,1,141275.24,13.95929535,0.0,47.02017224772955,0.3
2024-04-25,74,2,120241.01,0.0,0.0,0.0,0.0
2024-04-26,3,1,4988.290000000001,0.0,0.0,0.0,0.0
2024-04-27,27,1,154264.47,158.57363477777778,61.458,205.65189595972714,0.7037037037037037
2024-04-28,58,2,43985.6,0.0,0.0,0.0,0.0
2024-04-29,45,2,108699.01,11.7096408,0.0,34.303515225260504,0.37777777777777777
2024-04-30,24,1,125018.75,0.0,0.0,0.0,0.0
2024-05-01,14,1,87025.45000000001,0.0,0.0,0.0,0.0
2024-05-03,36,3,282682.64999999997,147.38936236111113,0.0,280.8545132179175,0.4722222222222222
2024-05-04,9,2,58998.74999999999,0.0,0.0,0.0,0.0
2024-05-05,6,2,24068.350000000002,0.15266666666666667,0.0,0.37395543406489856,0.16666666666666666
2024-05-06,9,1,206016.42999999996,107.62115333333333,0.0,237.64601629026436,0.4444444444444444
2024-05-07,18,3,108717.58,49.08542738888889,9.50184,57.7924341639155,0.5
2024-05-08,13,2,65973.57,0.12044307692307693,0.0,1.641780493282545,0.07692307692307693
2024-05-09,28,2,221966.12000000005,40.985566285714285,0.0,92.95513364107585,0.39285714285714285
2024-05-10,22,1,156882.00000000003,95.5337134090909,0.0,240.61922882162773,0.2727272727272727
2024-05-11,9,1,63248.95,27.956082444444444,6.001646,38.73340875071258,1.0
2024-05-12,23,2,55179.560000000005,0.0,0.0,0.0,0.0
2024-05-13,28,2,193118.9,76.31620925,0.0,243.34956677379952,0.35714285714285715
2024-05-14,23,1,145853.4,50.02275239130436,0.0,172.16967241498196,0.17391304347826086
2024-05-15,36,1,234922.56999999998,26.360293944444447,0.0,49.85672513415364,0.4722222222222222
2024-05-16,27,2,162620.96000000002,7.94777037037037,0.0,22.074222982345514,0.18518518518518517
2024-05-18,25,1,126303.14,140.89578644,6.828,227.3997341527728,0.64
2024-05-19,8,1,29998.09,0.0,0.0,0.0,0.0
2024-05-20,10,2,38124.75,-7.4818442,0.0,17.723593661416892,0.0
2024-05-21,125,2,1100948.5899999999,58.315180575999996,0.0,423.2770898914581,0.112
2024-05-22,6,1,44995.29,0.0,0.0,0.0,0.0
2024-05-23,325,3,401850.6,1.2718379353846154,0.0,5.578175006741024,0.4461538461538462
2024-05-24,2,1,50811.899999999994,410.974639,410.974639,255.14111984227185,1.0
2024-05-25,16,2,29991.13,0.8828774375,0.0,1.5788774135169148,0.3125
2024-05-26,16,2,53976.67,48.66774375,0.0,184.14441743928418,0.25
2024-05-27,251,1,151115.71999999997,4.49942577689243,0.0,10.695100246439747,0.35856573705179284
2024-05-29,164,2,84268.76000000001,1.6938533719512197,0.0,4.96055857796822,0.4146341463414634
2024-05-30,7,1,2838.0899999999997,2.9930618571428576,1.617104,3.7577088098581397,0.7142857142857143
2024-05-31,13,1,3636.14,1.9506246153846154,0.0,3.8342365986890954,0.3076923076923077
2024-06-01,25,1,12834.619999999999,3.66041676,0.0,7.909299454844354,0.36
2024-06-02,93,1,29464.50999999999,2.074268247311828,0.0,4.425015055071824,0.3655913978494624
2024-06-03,70,1,21466.86,8.040117257142857,4.63499,11.849209775400265,0.6285714285714286
2024-06-04,53,1,24243.410000000003,0.9851214716981133,0.0,2.4828445149485265,0.4716981132075472
2024-06-05,54,1,25350.77,1.038064925925926,0.0,2.9096994557928553,0.2962962962962963
2024-06-06,234,1,137557.76,1.1716802863247862,0.0,3.365948318160172,0.42735042735042733
2024-06-07,440,3,1098588.7600000002,20.23288049090909,0.0,103.25220050843757,0.4
2024-06-08,29,2,97351.87999999998,4.453063413793104,0.0,13.610694021064667,0.27586206896551724
2024-06-09,17,2,22410.219999999998,0.0,0.0,0.0,0.0
2024-06-10,53,2,46587.92999999999,0.589939716981132,0.0,1.9665257227845958,0.33962264150943394
2024-06-11,123,3,373279.92000000004,35.12708789430894,0.0,169.73107860917847,0.13821138211382114
2024-06-12,254,2,193407.96,-86.16744682283463,0.0,276.1864377273308,0.08267716535433071
