date,total_trades,unique_accounts,total_volume_usd,mean_closed_pnl,median_closed_pnl,pnl_volatility,win_rate
2024-06-13,79,2,132577.22,83.95895082278481,0.0,192.75704215520872,0.24050632911392406
2024-06-14,31,2,139868.65999999997,330.92234222580635,0.0,997.7044158485279,0.4838709677419355
2024-06-15,78,2,718350.25,43.20459417948718,0.0,86.67556232059674,0.48717948717948717
2024-06-16,11,1,25235.079999999998,0.0,0.0,0.0,0.0
2024-06-17,38,2,368380.12,278.9342730263158,144.121501,315.144564194019,0.6578947368421053
2024-06-18,25,2,263314.79000000004,11.303054399999999,0.0,29.448076746454035,0.16
2024-06-19,61,3,417071.12,80.12552367213114,0.399945,180.97142293583363,0.5081967213114754
2024-06-20,39,3,207990.8,1473.8065647692306,0.0,4202.023348756396,0.20512820512820512
2024-06-21,80,2,176264.49,9.66947755,0.0,54.658209793193755,0.0375
2024-06-22,24,2,169594.27000000002,31.536523541666668,0.0,65.30392406982598,0.3333333333333333
2024-06-23,5,1,1792.1200000000001,0.0,0.0,0.0,0.0
2024-06-24,31,2,403002.79999999993,0.0,0.0,0.0,0.0
2024-06-25,49,1,103099.08000000002,99.3745531632653,0.0,242.7332986001437,0.22448979591836735
2024-06-26,72,2,365190.66,58.30183586111111,0.0,181.69267207519712,0.2916666666666667
2024-06-27,30,2,130486.94999999998,0.0,0.0,0.0,0.0
2024-06-29,75,2,280095.11,82.00434860000001,0.0,179.89968807670238,0.32
2024-06-30,14,2,30520.69,0.0,0.0,0.0,0.0
2024-07-01,64,2,362670.14999999997,79.15373918750001,0.0,207.33447463371922,0.40625
2024-07-02,18,1,33347.47,134.51406200000002,10.35,226.36405308073617,0.7222222222222222
2024-07-03,18,2,179600.65999999997,62.132626888888886,0.0,130.94390209637675,0.2222222222222222
2024-07-04,25,2,430568.01,0.0,0.0,0.0,0.0
2024-07-05,32,2,272289.89,0.0,0.0,0.0,0.0
2024-07-06,24,1,2490.17,4.53634075,0.0,10.03473956812726,0.2916666666666667
2024-07-07,10,1,498.74999999999994,6.1428942,4.9143155,4.100173833321265,1.0
2024-07-08,1,1,497.64,0.0,0.0,,0.0
2024-07-09,15,1,2736.4500000000003,43.26562746666668,37.164306,40.13596510326194,1.0
2024-07-10,56,2,687900.21,213.88812333928573,59.449220999999994,337.81566900825317,0.6785714285714286
2024-07-11,19,1,169887.02000000002,98.77958326315789,0.0,150.16378122148166,0.47368421052631576
2024-07-12,19,2,89582.97000000002,74.33235021052631,0.0,112.44287174423458,0.47368421052631576
2024-07-13,17,2,139189.19,171.38928452941178,105.890838,173.27801983740284,1.0
2024-07-14,7,1,84001.13,0.0,0.0,0.0,0.0
2024-07-15,26,2,198344.85,-0.038461538461538464,0.0,0.1400758054109933,0.0
2024-07-16,22,1,144000.57,0.0,0.0,0.0,0.0
2024-07-17,351,3,626005.53,5.297064037037037,0.0,11.718171265834043,0.4131054131054131
2024-07-18,60,2,649704.85,63.398071849999994,19.3456475,87.92602091436945,0.8
2024-07-19,23,2,150269.42,93.73439626086956,12.29371,179.87386804302622,0.5217391304347826
2024-07-20,266,2,244362.21000000002,8.643494609022557,0.0,53.629782095913214,0.12406015037593984
2024-07-21,448,2,234307.46,-6.608743051339286,0.0,11.365602294450609,0.046875
2024-07-22,154,2,304213.8,9.851427766233765,-1.8459855,72.41291986688019,0.14285714285714285
2024-07-23,370,3,358526.54,242.9467627189189,38.355177,513.7954073277454,0.8891891891891892
2024-07-24,90,5,69207.93000000001,6.9506831,0.0,19.95680710255259,0.2
2024-07-25,78,3,528555.3099999999,11.753054615384617,0.0,40.81134378827734,0.1282051282051282
2024-07-26,152,4,548587.65,18.200744164473683,0.0,50.868685222074305,0.40131578947368424
2024-07-27,57,2,905199.75,112.2916430877193,41.72143,157.88829917379806,0.7368421052631579
2024-07-28,16,2,43254.68000000001,36.706189374999994,36.338475,36.2579742738154,0.75
2024-07-29,39,2,327199.1400000001,8.482165487179488,0.0,21.73067375443217,0.41025641025641024
2024-07-30,6,1,36006.47,0.0,0.0,0.0,0.0
2024-07-31,43,2,84506.54,17.806764744186047,0.0,45.98651777630284,0.32558139534883723
2024-08-01,57,4,227774.53,2.9312283684210527,0.0,23.19720326601173,0.07017543859649122
2024-08-02,63,3,396320.37,12.418542714285715,0.0,44.14907581961201,0.2698412698412698
2024-08-03,37,5,290532.86,12.545667567567568,0.0,76.31231659757762,0.02702702702702703
2024-08-04,127,5,1207744.0700000003,-965.9212667952758,0.0,3618.9615406221897,0.023622047244094488
2024-08-05,80,4,420495.39999999997,-162.67081461249998,0.0,795.0273715447158,0.4125
2024-08-06,107,2,61478.38,2.4982995140186914,0.0,8.283765986030282,0.12149532710280374
2024-08-07,33,3,2492.77,5.720886515151516,0.0,10.349410204930837,0.30303030303030304
2024-08-08,9,2,16299.35,-4.5235796666666666,0.0,9.68187399440364,0.0
2024-08-09,144,5,503204.86000000004,125.56993941666668,0.0,454.8533022933719,0.2986111111111111
2024-08-10,88,2,11339.29,0.0,0.0,0.0,0.0
2024-08-11,24,2,44230.21,35.32402583333334,0.0,91.25183439029425,0.16666666666666666
2024-08-12,48,3,54167.32,17.88896875,0.0,64.64753431191859,0.125
2024-08-13,23,3,20797.87,9.220913913043479,0.0,19.42232412536554,0.34782608695652173
2024-08-14,25,3,66710.03,86.75606052,0.0,329.1190167138968,0.2
2024-08-15,12,1,1522.3700000000001,0.0,0.0,0.0,0.0
2024-08-16,35,2,166382.84,23.578015542857145,0.0,80.13737948448535,0.08571428571428572
2024-08-17,30,2,30248.960000000003,-9.609437100000001,0.0,52.633054645970276,0.0
2024-08-18,15,2,62804.48,20.480125866666665,8.270808,30.913873872729887,0.8
2024-08-19,8,1,100315.03,42.462447875,14.0197665,67.50399160612496,0.625
2024-08-20,12,2,49914.799999999996,16.050237,0.0,55.59965191504375,0.08333333333333333
2024-08-21,145,2,104990.41,4.525523620689655,0.0,16.514528261674577,0.3724137931034483
2024-08-23,10,1,63509.56,100.53052699999999,0.0,280.4841642773342,0.3
2024-08-24,7,2,34999.67,0.0,0.0,0.0,0.0
2024-08-25,17,2,21950.279999999995,0.0,0.0,0.0,0.0
2024-08-26,6,2,92611.27,38.539486333333336,0.0,60.225332502001116,0.3333333333333333
2024-08-27,50,2,70250.16,0.0,0.0,0.0,0.0
2024-08-28,9,2,71160.06999999999,148.15107166666667,0.0,294.0059372153275,0.2222222222222222
2024-08-29,1,1,9995.85,0.0,0.0,,0.0
2024-08-30,6,4,37233.24,42.744,0.0,104.70098956552417,0.16666666666666666
2024-08-31,34,3,107507.43000000001,0.3200823823529412,0.0,0.8923899892238314,0.35294117647058826
2024-09-01,12,1,12359.68,11.452757750000002,0.0,25.47961876997611,0.4166666666666667
2024-09-02,2,1,30000.42,0.0,0.0,0.0,0.0
2024-09-04,34,2,131480.97,31.346621529411756,0.0,462.16602470807567,0.14705882352941177
2024-09-05,1,1,0.84,0.0,0.0,,0.0
2024-09-06,42,2,39047.1,-26.306113452380952,-24.855381,21.910908628012873,0.0
2024-09-08,1,1,0.11,0.0,0.0,,0.0
2024-09-09,2,1,4014.4300000000003,0.0,0.0,0.0,0.0
2024-09-10,3,2,2547.28,-73.24321966666666,-37.697891,96.08066367806518,0.0
2024-09-11,1,1,0.54,0.0,0.0,,0.0
2024-09-14,11,2,1014.8000000000002,0.0,0.0,0.0,0.0
2024-09-18,145,1,13633.5,-6.059895131034483,-5.504981,4.966129290375057,0.0
2024-09-19,19,1,1521.8700000000003,0.0,0.0,0.0,0.0
2024-09-20,16,2,332873.38,599.0646425,34.911835,2004.9515901146356,0.5
2024-09-21,23,1,165648.12,1572.416057826087,1147.561968,1429.8114770090967,1.0
2024-09-22,3,1,19999.739999999998,0.0,0.0,0.0,0.0
2024-09-23,2,1,40334.29,167.380398,167.380398,236.7116289270065,0.5
2024-09-24,10,2,7118.629999999999,0.0,0.0,0.0,0.0
2024-09-25,9,2,52754.130000000005,0.0,0.0,0.0,0.0
2024-09-26,8,2,113711.93,54.976564125,0.0,154.20271831132598,0.25
2024-09-27,56,2,126097.04,0.0,0.0,0.0,0.0
2024-09-28,4,1,29199.21,0.0,0.0,0.0,0.0
2024-09-30,106,2,214669.85000000003,25.571946113207545,0.0,133.6657057863591,0.04716981132075472
2024-10-01,4,1,139954.32,0.0,0.0,0.0,0.0
2024-10-02,4,1,99954.34000000001,0.0,0.0,0.0,0.0
2024-10-03,9,2,132935.69,11.152864666666666,0.0,20.273575382952355,0.3333333333333333
2024-10-04,1,1,0.34,0.0,0.0,,0.0
2024-10-05,37,2,605605.7400000001,155.8692403243243,39.480396,217.08797283466492,0.6486486486486487
2024-10-06,22,1,300130.56,5.9312308636363635,0.0,17.741123762831638,0.22727272727272727
2024-10-07,21,1,219984.65000000002,0.0,0.0,0.0,0.0
2024-10-08,36,2,434584.13000000006,149.90407327777777,29.615628,223.4075474105302,0.9166666666666666
2024-10-09,14,1,220399.93,28.290194285714286,0.0,61.54299038481662,0.21428571428571427
2024-10-10,16,1,300024.34,0.0,0.0,0.0,0.0
2024-10-11,26,2,488904.19,341.7433645,232.8029795,367.9830904604618,0.6923076923076923
2024-10-12,10,1,159713.4,54.155471,20.7155355,63.374247509280295,0.7
2024-10-13,10,1,60002.42,0.0,0.0,0.0,0.0
2024-10-14,5,1,61916.02,382.723916,43.747165,497.27205914834235,1.0
2024-10-15,7,1,81173.36,167.17515371428573,11.821311,347.78763850384405,0.5714285714285714
2024-10-16,11,1,80229.17000000001,19.95280690909091,0.0,35.58157491300188,0.2727272727272727
2024-10-17,9,2,140531.75,4.0127733333333335,0.0,12.830443659406328,0.1111111111111111
2024-10-18,6,1,120331.43000000001,55.536523499999994,51.8558325,51.489580908627175,0.8333333333333334
2024-10-19,4,1,99996.86,0.0,0.0,0.0,0.0
2024-10-20,96,2,176447.86000000002,4.05370621875,0.0,13.651972811450918,0.11458333333333333
2024-10-21,173,2,324117.99,14.248066843930637,0.0,40.07987913321135,0.3930635838150289
2024-10-22,3,1,60000.36,0.0,0.0,0.0,0.0
2024-10-23,18,1,210006.07000000004,-2.5827745,0.0,6.37713910085234,0.0
2024-10-25,30,2,427883.17999999993,441.19540236666666,61.1408675,1366.4039341402424,0.7
2024-10-26,6,1,88668.85999999999,7078.6656883333335,8057.245408000001,5735.884238617606,1.0
2024-10-27,4,1,90664.41,166.66557699999998,30.289636,293.9572048762827,0.75
2024-10-28,13,2,121495.25,12.867704769230771,0.0,44.45448807063415,0.3076923076923077
2024-10-29,53,2,613267.81,15.116431622641512,0.0,99.6846839700735,0.05660377358490566
2024-10-30,25,1,11830.85,0.36600091999999995,0.0,1.0256853979943898,0.28
2024-10-31,48,3,896173.3600000001,25.292579395833332,19.0994085,33.00414935089388,0.7083333333333334
2024-11-01,23,2,260981.03,45.23807547826086,0.0,154.19837534627473,0.2608695652173913
2024-11-02,2,1,40000.0,0.0,0.0,0.0,0.0
2024-11-03,6,2,129055.66,0.0,0.0,0.0,0.0
2024-11-04,36,2,451811.97,77.76140205555556,29.134382,118.94285081013497,0.6388888888888888
2024-11-05,10,1,200627.23,67.8475928,10.511846,93.32108146532121,0.5
2024-11-06,15,2,123906.90000000001,187.85581533333328,0.0,309.14971367702964,0.4666666666666667
2024-11-07,113,3,111335.3,39.764187044247784,3.894186,107.40420684370649,0.5309734513274337
2024-11-08,39,2,270700.44000000006,-1.6516292564102575,0.0,72.40182941938718,0.15384615384615385
2024-11-09,86,2,193384.41,1.196615581395349,0.0,2.90992297730476,0.22093023255813954
2024-11-10,173,3,413636.69999999995,5.728984589595375,0.0,22.471438317729653,0.2947976878612717
2024-11-11,373,4,1570572.42,18.09552545844504,0.0,60.90235280005478,0.24664879356568364
2024-11-12,171,4,1226354.52,20.435084175438597,0.0,80.90406191682673,0.19883040935672514
2024-11-13,48,5,515336.37,163.46671404166668,11.65871,358.5079176943258,0.5625
2024-11-14,110,2,1008361.8100000002,41.4864475,0.0,89.20897697893903,0.2545454545454545
2024-11-15,149,4,1427858.42,27.7902042818792,0.0,61.95577489497539,0.3691275167785235
2024-11-16,157,4,303296.06999999995,17.640266936305732,0.0,44.30334747461206,0.3057324840764331
2024-11-17,209,4,1215987.57,4.224762129186603,0.0,17.26152411342179,0.23444976076555024
2024-11-18,346,7,2084339.5799999998,12.921431176300578,0.0,87.82161306632011,0.3583815028901734
2024-11-19,305,5,628031.1499999999,9.699242593442621,0.0,37.73186830724055,0.4918032786885246
2024-11-20,550,5,1999514.1199999996,7.654714358181818,0.0,54.54447179445274,0.3981818181818182
2024-11-21,535,5,598300.62,3.1634222261682243,0.0,23.07171461365132,0.308411214953271
2024-11-22,679,6,1646713.6199999999,-26.66472108541974,0.0,305.88652723565417,0.3078055964653903
2024-11-23,363,4,516245.68,7.993200104683195,0.0,25.92430088738886,0.3526170798898072
2024-11-24,172,3,664952.2800000001,5.497385965116279,0.0,24.231829677959674,0.26744186046511625
